#node1,node2,combined_score
KMT2A,TET1,0.623
KMT2A,WT1,0.547
KMT2A,PSIP1,0.988
KMT2A,P2RY8,0.515
KMT2A,NSD1,0.458
KMT2A,PBX1,0.775
KMT2A,PRMT1,0.646
KMT2A,TOP2A,0.462
KMT2A,MME,0.418
KMT2A,LOC102723407,0.451
KMT2A,NOTCH1,0.462
KMT2A,PTPN11,0.466
KMT5A,TP53,0.916
KMT5A,TET1,0.414
KMT5A,PRMT1,0.536
KRAS,MMP2,0.455
KRAS,NFKB1,0.805
KRAS,NR3C1,0.451
KRAS,SOX4,0.508
KRAS,TOP2A,0.405
KRAS,RAD51,0.413
KRAS,PAX5,0.414
KRAS,RB1,0.433
KRAS,LOC102723407,0.448
KRAS,XIAP,0.469
KRAS,STAT5A,0.473
KRAS,OGG1,0.476
KRAS,STAT5B,0.507
KRAS,MMP9,0.517
KRAS,SRSF1,0.535
KRAS,TYMS,0.596
KRAS,VWF,0.616
KRAS,PROM1,0.618
KRAS,PLK1,0.644
KRAS,RUNX1,0.652
KRAS,TERT,0.659
KRAS,MUTYH,0.66
KRAS,MDM2,0.67
KRAS,RELA,0.692
KRAS,TNF,0.717
KRAS,PTGS2,0.718
KRAS,NCAM1,0.735
KRAS,WT1,0.755
KRAS,NPM1,0.803
KRAS,STAT3,0.817
KRAS,MTOR,0.826
KRAS,NOTCH1,0.853
KRAS,SPRED1,0.868
KRAS,PTEN,0.936
KRAS,NRAS,0.944
KRAS,TP53,0.949
KRAS,PTPN11,0.953
KRAS,MET,0.979
LAT2,ZAP70,0.648
LEP,TIMP1,0.507
LEP,MMP2,0.446
LEP,MPO,0.431
LEP,NFKB1,0.525
LEP,NR3C1,0.67
LEP,VWF,0.409
LEP,TIMP2,0.564
LEP,STAT3,0.933
LEP,TP53,0.545
LEP,PRDM16,0.598
LEP,STAT5B,0.726
LEP,NOS3,0.545
LEP,NOTCH1,0.411
LEP,TAC1,0.425
LEP,PTEN,0.509
LEP,PTGS2,0.52
LEP,MMP9,0.649
LEP,STAT5A,0.722
LEP,MTOR,0.731
LEP,PTPN11,0.808
LEP,TNF,0.892
LEP,PYY,0.908
LEP,LEPR,0.999
LEPR,STAT3,0.921
LEPR,STAT5B,0.859
LEPR,MTOR,0.404
LEPR,TNF,0.534
LEPR,PYY,0.675
LEPR,STAT5A,0.848
LEPR,PTPN11,0.91
LIG4,MDM2,0.52
LIG4,XRCC1,0.928
LIG4,NBN,0.821
LIG4,TP53,0.532
LIG4,OGG1,0.674
LIG4,TERT,0.481
LIG4,RAD50,0.536
LIG4,TOP2A,0.479
LIG4,XRCC4,0.999
LIG4,XRCC3,0.824
LIG4,LOC102723407,0.699
LIG4,MUTYH,0.453
LIG4,RAD51,0.794
LOC102723407,NFKB1,0.443
LOC102723407,YY1,0.412
LOC102723407,TCF3,0.731
LOC102723407,STAT3,0.401
LOC102723407,ZAP70,0.813
LOC102723407,TP53,0.813
LOC102723407,RUNX1,0.573
LOC102723407,MET,0.92
LOC102723407,PAX5,0.887
LOC102723407,TLR9,0.428
LOC102723407,NRAS,0.481
LOC102723407,P2RY8,0.622
LOC102723407,TNF,0.44
LOC102723407,PBX1,0.506
LOC102723407,MME,0.773
LOC102723407,XRCC4,0.741
LOC102723407,NCAM1,0.582
LOC102723407,NOTCH1,0.643
MDK,TIMP1,0.47
MDK,MMP2,0.529
MDK,STAT3,0.696
MDK,TP53,0.453
MDK,PTGS2,0.514
MDK,NCAM1,0.403
MDM2,MMP2,0.4
MDM2,NFKB1,0.719
MDM2,NR3C1,0.47
MDM2,SOX4,0.481
MDM2,XRCC1,0.401
MDM2,RUNX1,0.419
MDM2,TOP2A,0.427
MDM2,RAD51,0.431
MDM2,PTGS2,0.439
MDM2,MET,0.46
MDM2,PSIP1,0.466
MDM2,WT1,0.466
MDM2,USP42,0.491
MDM2,STAT5A,0.524
MDM2,NUP98,0.547
MDM2,PRMT1,0.568
MDM2,MTOR,0.598
MDM2,NRAS,0.609
MDM2,TNF,0.625
MDM2,MMP9,0.628
MDM2,STAT3,0.715
MDM2,SRSF1,0.721
MDM2,RELA,0.746
MDM2,PLK1,0.772
MDM2,NBN,0.774
MDM2,TERT,0.797
MDM2,NOTCH1,0.843
MDM2,YY1,0.892
MDM2,PTEN,0.902
MDM2,XIAP,0.929
MDM2,NPM1,0.974
MDM2,RB1,0.999
MDM2,TP53,0.999
MDM2,RPL5,0.999
MECOM,NSD1,0.406
MECOM,MLLT10,0.418
MECOM,NUP98,0.449
MECOM,PBX1,0.456
MECOM,NPM1,0.478
MECOM,TP53,0.687
MECOM,RUNX1,0.988
MERTK,SOX4,0.51
MERTK,STAT3,0.431
MERTK,PROM1,0.448
MERTK,TNF,0.503
MET,MMP2,0.703
MET,NFKB1,0.45
MET,SRSF1,0.447
MET,VWF,0.527
MET,STAT3,0.981
MET,ZAP70,0.421
MET,TP53,0.804
MET,STAT5B,0.404
MET,TERT,0.541
MET,STAT5A,0.4
MET,PTGS2,0.422
MET,NOTCH1,0.523
MET,PROM1,0.597
MET,MTOR,0.62
MET,TNF,0.657
MET,MMP9,0.746
MET,PTEN,0.755
MET,S100A8,0.927
MET,PTPN11,0.927
MET,NRAS,0.966
MIF,STAT3,0.4
MIF,TIMP1,0.403
MIF,PTGS2,0.443
MIF,MMP9,0.492
MIF,TNF,0.656
MIF,TP53,0.731
MLLT10,TCF3,0.426
MLLT10,TLX3,0.58
MLLT10,NPM1,0.435
MLLT10,RUNX1,0.574
MLLT10,PSIP1,0.432
MLLT10,PBX1,0.486
MLLT10,NSD1,0.675
MLLT10,NUP98,0.768
MLLT10,PICALM,0.922
MME,MPO,0.67
MME,TP53,0.596
MME,THY1,0.616
MME,RUNX1,0.512
MME,TAC1,0.721
MME,PAX5,0.843
MME,PTEN,0.675
MME,MMP9,0.468
MME,WT1,0.582
MME,TNF,0.456
MME,PBX1,0.4
MME,PROM1,0.455
MME,NCAM1,0.858
MMP2,TIMP1,0.997
MMP2,RELA,0.4
MMP2,TFPI2,0.413
MMP2,XIAP,0.413
MMP2,THY1,0.461
MMP2,MPO,0.474
MMP2,PROM1,0.48
MMP2,VWF,0.483
MMP2,MTOR,0.512
MMP2,NOS3,0.531
MMP2,NCAM1,0.539
MMP2,NFKB1,0.597
MMP2,TP53,0.669
MMP2,NOTCH1,0.678
MMP2,TNF,0.729
MMP2,PTEN,0.745
MMP2,PTGS2,0.764
MMP2,STAT3,0.916
MMP2,MMP9,0.918
MMP2,TIMP2,0.999
MMP9,TNFRSF1A,0.554
MMP9,TIMP1,0.999
MMP9,MPO,0.969
MMP9,NFKB1,0.802
MMP9,NR3C1,0.402
MMP9,VWF,0.805
MMP9,TIMP2,0.998
MMP9,STAT3,0.89
MMP9,TP53,0.838
MMP9,THY1,0.652
MMP9,STAT5B,0.418
MMP9,NPM1,0.487
MMP9,NOS3,0.73
MMP9,TERT,0.41
MMP9,NQO1,0.426
MMP9,TAC1,0.41
MMP9,STAT5A,0.449
MMP9,TLR9,0.442
MMP9,MTOR,0.588
MMP9,PTGS2,0.815
MMP9,S100A8,0.493
MMP9,S100A9,0.516
MMP9,XIAP,0.544
MMP9,PTEN,0.766
MMP9,THBD,0.428
MMP9,PROM1,0.573
MMP9,NOTCH1,0.606
MMP9,NCAM1,0.631
MMP9,RELA,0.658
MMP9,TNF,0.93
MNX1,SLC19A2,0.421
MNX1,PAX4,0.457
MPO,TNFRSF1A,0.415
MPO,TIMP1,0.515
MPO,NPM1,0.411
MPO,THBD,0.422
MPO,TP53,0.46
MPO,TLR9,0.466
MPO,NFKB1,0.518
MPO,PAX5,0.526
MPO,STAT3,0.53
MPO,NOS3,0.536
MPO,S100A8,0.552
MPO,VWF,0.58
MPO,NCAM1,0.609
MPO,PTGS2,0.641
MPO,NQO1,0.666
MPO,S100A9,0.667
MPO,TNF,0.832
MPO,RUNX1,0.947
MTHFD1,SLC19A1,0.706
MTHFD1,TYMS,0.986
MTHFD1,MTR,0.997
MTHFD1,MTHFR,0.996
MTHFD1,MTRR,0.941
MTHFR,NFKB1,0.514
MTHFR,SLCO1B1,0.48
MTHFR,NUDT15,0.417
MTHFR,XRCC1,0.62
MTHFR,TP53,0.42
MTHFR,NOS3,0.65
MTHFR,UGT1A1,0.455
MTHFR,OGG1,0.48
MTHFR,SLC19A1,0.813
MTHFR,TERT,0.417
MTHFR,TPMT,0.626
MTHFR,TYMS,0.991
MTHFR,NQO1,0.413
MTHFR,MTR,0.999
MTHFR,TNF,0.418
MTHFR,XRCC3,0.477
MTHFR,MTRR,0.981
MTOR,NFKB1,0.76
MTOR,SRSF1,0.562
MTOR,RIPK1,0.406
MTOR,YY1,0.626
MTOR,STAT3,0.926
MTOR,NBN,0.431
MTOR,TP53,0.874
MTOR,STAT5B,0.509
MTOR,NOS3,0.677
MTOR,TERT,0.738
MTOR,STAT5A,0.497
MTOR,RELA,0.408
MTOR,PROM1,0.418
MTOR,XIAP,0.484
MTOR,PTPN11,0.499
MTOR,PTGS2,0.575
MTOR,NOTCH1,0.585
MTOR,TNF,0.671
MTOR,NRAS,0.705
MTOR,PTEN,0.942
MTR,ZAP70,0.4
MTR,SLC19A1,0.719
MTR,TYMS,0.824
MTR,MTRR,0.999
MTRR,SLC19A1,0.781
MTRR,TYMS,0.789
MUTYH,NUDT15,0.561
MUTYH,XRCC1,0.728
MUTYH,TP53,0.746
MUTYH,OGG1,0.974
MUTYH,PTEN,0.601
MUTYH,XRCC3,0.622
MUTYH,RAD51,0.489
NBN,XRCC1,0.749
NBN,RFC1,0.613
NBN,XRCC4,0.675
NBN,TP53,0.763
NBN,XRCC3,0.794
NBN,RAD51,0.925
NBN,RAD50,0.999
NCAM1,TIMP1,0.526
NCAM1,STAT3,0.625
NCAM1,TP53,0.581
NCAM1,THY1,0.777
NCAM1,STAT5B,0.489
NCAM1,NPM1,0.401
NCAM1,RUNX1,0.419
NCAM1,STAT5A,0.436
NCAM1,PAX5,0.582
NCAM1,TLR9,0.453
NCAM1,NRAS,0.689
NCAM1,THBD,0.572
NCAM1,WT1,0.571
NCAM1,TNF,0.701
NCAM1,PROM1,0.589
NCAM1,NOTCH1,0.456
NFKB1,TNFRSF1A,0.848
NFKB1,TIMP1,0.704
NFKB1,PROM1,0.41
NFKB1,NPM1,0.411
NFKB1,PAX5,0.422
NFKB1,TERT,0.423
NFKB1,PTPN11,0.425
NFKB1,XRCC4,0.442
NFKB1,ZAP70,0.446
NFKB1,TIMP2,0.463
NFKB1,PSIP1,0.467
NFKB1,OGG1,0.477
NFKB1,NQO1,0.482
NFKB1,RUNX1,0.488
NFKB1,PBX1,0.488
NFKB1,NOS3,0.528
NFKB1,VWF,0.534
NFKB1,PRMT1,0.583
NFKB1,XIAP,0.623
NFKB1,PTEN,0.652
NFKB1,TLR6,0.694
NFKB1,NRAS,0.713
NFKB1,YY1,0.715
NFKB1,STAT5B,0.741
NFKB1,TLR9,0.828
NFKB1,STAT5A,0.83
NFKB1,PTGS2,0.842
NFKB1,NR3C1,0.878
NFKB1,RIPK1,0.895
NFKB1,NOTCH1,0.932
NFKB1,STAT3,0.962
NFKB1,TP53,0.989
NFKB1,TNF,0.999
NFKB1,RELA,0.999
NOS3,TIMP1,0.415
NOS3,VWF,0.811
NOS3,STAT3,0.489
NOS3,TP53,0.506
NOS3,PTEN,0.422
NOS3,TAC1,0.43
NOS3,THBD,0.567
NOS3,PTGS2,0.642
NOS3,TNF,0.693
NOTCH1,SOX4,0.431
NOTCH1,YY1,0.825
NOTCH1,TCF3,0.544
NOTCH1,STAT3,0.677
NOTCH1,ZAP70,0.512
NOTCH1,TP53,0.789
NOTCH1,THY1,0.449
NOTCH1,STAT5B,0.472
NOTCH1,TLX3,0.544
NOTCH1,NPM1,0.515
NOTCH1,RUNX1,0.614
NOTCH1,TERT,0.549
NOTCH1,STAT5A,0.459
NOTCH1,PAX5,0.698
NOTCH1,PTGS2,0.413
NOTCH1,NRAS,0.765
NOTCH1,XIAP,0.519
NOTCH1,PTEN,0.758
NOTCH1,WT1,0.529
NOTCH1,RELA,0.583
NOTCH1,NSD1,0.473
NOTCH1,TNF,0.711
NOTCH1,PROM1,0.679
NOTCH1,PTPN11,0.571
NPM1,SRSF1,0.792
NPM1,YY1,0.764
NPM1,STAT3,0.744
NPM1,RB1,0.815
NPM1,TP53,0.997
NPM1,STAT5B,0.727
NPM1,RAD51,0.426
NPM1,TRDMT1,0.44
NPM1,PROM1,0.455
NPM1,NSD1,0.474
NPM1,PTEN,0.507
NPM1,TERT,0.527
NPM1,TOP2A,0.529
NPM1,RPL10,0.559
NPM1,RELA,0.579
NPM1,SET,0.707
NPM1,WT1,0.722
NPM1,PTPN11,0.789
NPM1,NUP98,0.794
NPM1,STAT5A,0.809
NPM1,NRAS,0.832
NPM1,RUNX1,0.854
NPM1,RPL5,0.976
NQO1,XRCC1,0.417
NQO1,STAT3,0.427
NQO1,TP53,0.946
NQO1,UGT1A1,0.614
NQO1,OGG1,0.403
NQO1,SLC19A1,0.401
NQO1,PTGS2,0.578
NQO1,TNF,0.712
NR3C1,TNFRSF1A,0.42
NR3C1,TLR9,0.482
NR3C1,RUNX1,0.553
NR3C1,PBX1,0.651
NR3C1,PTGS2,0.675
NR3C1,TNF,0.745
NR3C1,STAT5A,0.798
NR3C1,STAT5B,0.835
NR3C1,RELA,0.85
NR3C1,TP53,0.936
NR3C1,STAT3,0.981
NRAS,VWF,0.541
NRAS,STAT3,0.535
NRAS,TP53,0.876
NRAS,STAT5B,0.431
NRAS,SPRED1,0.87
NRAS,PLK1,0.499
NRAS,RUNX1,0.743
NRAS,TERT,0.679
NRAS,TYMS,0.423
NRAS,NUP98,0.404
NRAS,PAX5,0.419
NRAS,RELA,0.619
NRAS,WT1,0.785
NRAS,PTEN,0.872
NRAS,PTPN11,0.952
NSD1,TP53,0.522
NSD1,RUNX1,0.403
NSD1,NUP98,0.937
NSD1,PTEN,0.408
NSD1,WT1,0.422
NSD1,PSIP1,0.748
NSD1,RELA,0.62
NSD1,PRMT1,0.553
NUDT15,SLCO1B1,0.576
NUDT15,UGT1A1,0.474
NUDT15,TYMS,0.882
NUDT15,TPMT,0.899
NUP98,SRSF1,0.621
NUP98,PLK1,0.638
NUP98,RUNX1,0.579
NUP98,WT1,0.448
NUP98,TOP2A,0.496
NUP98,PBX1,0.627
NUP98,PSIP1,0.833
OGG1,XRCC1,0.997
OGG1,TP53,0.595
OGG1,TOP2A,0.469
OGG1,PTEN,0.524
OGG1,RAD51,0.661
OGG1,TET1,0.675
OGG1,XRCC4,0.769
OGG1,XRCC3,0.816
P2RY8,TLX3,0.553
P2RY8,RUNX1,0.499
P2RY8,PAX5,0.71
P2RY8,PBX1,0.509
PAX5,YY1,0.688
PAX5,TCF3,0.856
PAX5,STAT3,0.437
PAX5,RB1,0.61
PAX5,TP53,0.598
PAX5,STAT5B,0.513
PAX5,TLX3,0.51
PAX5,RUNX1,0.92
PAX5,STAT5A,0.507
PAX5,WT1,0.414
PAX5,PTEN,0.585
PAX5,PBX1,0.605
PBX1,TCF3,0.963
PBX1,TLX3,0.416
PBX1,RUNX1,0.86
PBX1,WT1,0.403
PLK1,VWF,0.419
PLK1,STAT3,0.627
PLK1,RB1,0.412
PLK1,TP53,0.981
PLK1,TYMS,0.474
PLK1,SLX4IP,0.635
PLK1,RELA,0.667
PLK1,RAD51,0.848
PLK1,PTEN,0.87
PLK1,TOP2A,0.931
PRAME,TP53,0.408
PRAME,WT1,0.685
PRMT1,SRSF1,0.47
PRMT1,YY1,0.896
PRMT1,TP53,0.937
PRMT1,RUNX1,0.96
PRMT1,STAT5A,0.413
PRMT1,PSIP1,0.434
PRMT1,RELA,0.462
PROM1,SOX4,0.438
PROM1,VWF,0.618
PROM1,STAT3,0.641
PROM1,TP53,0.671
PROM1,THY1,0.791
PROM1,TERT,0.497
PROM1,PTEN,0.594
PROM1,TNF,0.481
PSIP1,SRSF1,0.969
PSIP1,RELA,0.501
PSIP1,RAD51,0.587
PTEN,TIMP1,0.405
PTEN,SOX4,0.434
PTEN,YY1,0.644
PTEN,STAT3,0.794
PTEN,RB1,0.734
PTEN,TP53,0.999
PTEN,STAT5B,0.551
PTEN,RUNX1,0.516
PTEN,TERT,0.822
PTEN,STAT5A,0.783
PTEN,PTGS2,0.682
PTEN,XIAP,0.921
PTEN,WT1,0.52
PTEN,TOP2A,0.636
PTEN,TNF,0.638
PTEN,RELA,0.642
PTEN,PTPN11,0.745
PTEN,RAD51,0.759
PTGS2,TNFRSF1A,0.486
PTGS2,TIMP1,0.566
PTGS2,TIMP2,0.484
PTGS2,STAT3,0.93
PTGS2,TP53,0.974
PTGS2,STAT5B,0.407
PTGS2,TAC1,0.68
PTGS2,TLR9,0.618
PTGS2,THBD,0.418
PTGS2,S100A8,0.449
PTGS2,XIAP,0.451
PTGS2,RELA,0.737
PTGS2,TNF,0.916
PTPN11,TNFRSF1A,0.659
PTPN11,STAT3,0.984
PTPN11,ZAP70,0.986
PTPN11,TP53,0.612
PTPN11,STAT5B,0.962
PTPN11,SPRED1,0.512
PTPN11,RUNX1,0.96
PTPN11,STAT5A,0.974
PTPN11,TLR9,0.66
PTPN11,S100A8,0.995
PTPN11,WT1,0.572
PTPN11,TNF,0.518
PYY,TAC1,0.612
PYY,TNF,0.423
RAD50,XRCC1,0.757
RAD50,TP53,0.709
RAD50,TERT,0.469
RAD50,XRCC3,0.706
RAD50,RFC1,0.815
RAD50,RAD51,0.858
RAD51,SRSF1,0.677
RAD51,XRCC1,0.837
RAD51,RB1,0.548
RAD51,TP53,0.999
RAD51,SLC19A1,0.436
RAD51,TERT,0.642
RAD51,TYMS,0.753
RAD51,RFC1,0.62
RAD51,RELA,0.43
RAD51,TOP2A,0.799
RAD51,XRCC4,0.748
RAD51,XRCC3,0.998
RB1,YY1,0.646
RB1,STAT3,0.537
RB1,TYMS,0.43
RB1,TOP2A,0.444
RB1,TERT,0.458
RB1,TP53,0.936
RELA,TNFRSF1A,0.826
RELA,RIPK1,0.784
RELA,YY1,0.671
RELA,STAT3,0.992
RELA,TP53,0.955
RELA,STAT5B,0.488
RELA,RUNX1,0.831
RELA,TERT,0.674
RELA,STAT5A,0.522
RELA,TLR9,0.452
RELA,XIAP,0.535
RELA,TNF,0.997
RFC1,XRCC1,0.565
RFC1,XRCC3,0.626
RIPK1,TNFRSF1A,0.999
RIPK1,STAT3,0.481
RIPK1,TP53,0.626
RIPK1,TLR9,0.634
RIPK1,XIAP,0.988
RIPK1,TNF,0.999
RPL10,RPL5,0.999
RPL5,SRSF1,0.724
RPL5,TP53,0.945
RPL5,TOP2A,0.416
RUNX1,SOX4,0.462
RUNX1,YY1,0.404
RUNX1,TCF3,0.975
RUNX1,STAT3,0.726
RUNX1,TP53,0.82
RUNX1,STAT5B,0.824
RUNX1,TLX3,0.643
RUNX1,TNF,0.431
RUNX1,SLC19A1,0.461
RUNX1,TERT,0.493
RUNX1,WT1,0.728
RUNX1,STAT5A,0.829
S100A8,STAT3,0.418
S100A8,TP53,0.479
S100A8,TNF,0.569
S100A8,TLR6,0.58
S100A8,S100A9,0.999
S100A9,STAT3,0.479
S100A9,UGT1A1,0.41
S100A9,TNF,0.514
S100A9,TLR6,0.599
SEPTIN4,XIAP,0.995
SET,SRSF1,0.453
SET,TP53,0.714
SET,TNFSF13,0.8
SLC19A1,SLC19A2,0.483
SLC19A1,SLCO1B1,0.545
SLC19A1,TYMS,0.719
SLC19A1,TPMT,0.924
SLCO1B1,TPMT,0.725
SLCO1B1,UGT1A1,0.927
SOX4,WT1,0.525
SOX4,TP53,0.636
SOX4,STAT3,0.707
SRSF1,TYMS,0.428
SRSF1,TP53,0.878
STAT3,TNFRSF1A,0.829
STAT3,TIMP1,0.772
STAT3,YY1,0.494
STAT3,TIMP2,0.411
STAT3,TCF3,0.44
STAT3,ZFX,0.422
STAT3,THY1,0.487
STAT3,ZAP70,0.501
STAT3,TLR9,0.592
STAT3,XIAP,0.637
STAT3,TERT,0.669
STAT3,TNF,0.939
STAT3,TP53,0.994
STAT3,STAT5A,0.997
STAT3,STAT5B,0.998
STAT5A,YY1,0.605
STAT5A,TCF3,0.428
STAT5A,ZAP70,0.559
STAT5A,TP53,0.755
STAT5A,STAT5B,0.949
STAT5A,TET1,0.53
STAT5A,TNF,0.671
STAT5B,YY1,0.584
STAT5B,TCF3,0.429
STAT5B,ZAP70,0.528
STAT5B,TP53,0.728
STAT5B,TET1,0.533
STAT5B,TNF,0.637
TAC1,TNF,0.653
TAP1,TAP2,0.999
TCF3,YY1,0.591
TCF3,TP53,0.488
TERT,XRCC1,0.409
TERT,TP53,0.902
TERT,THY1,0.4
TERT,XRCC3,0.411
TERT,TNF,0.446
TERT,XIAP,0.472
TERT,WT1,0.526
TET1,TP53,0.48
TET1,TRDMT1,0.547
TFPI2,TNFSF13,0.415
TFPI2,TP53,0.488
TFPI2,THBD,0.541
THBD,VWF,0.912
THBD,TLR9,0.524
THBD,WT1,0.403
THBD,TNF,0.629
THY1,TIMP1,0.632
THY1,VWF,0.593
THY1,TP53,0.506
THY1,TNF,0.619
TIMP1,TNFRSF1A,0.873
TIMP1,TIMP2,0.582
TIMP1,VWF,0.668
TIMP1,TP53,0.681
TIMP1,TNF,0.727
TIMP2,TP53,0.436
TIMP2,TNF,0.58
TLR6,TLR9,0.623
TLR6,TNF,0.756
TLR9,TNFRSF1A,0.486
TLR9,TP53,0.407
TLR9,TNF,0.896
TNF,TNFRSF1A,0.999
TNF,VWF,0.789
TNF,ZAP70,0.658
TNF,TP53,0.865
TNF,TNFSF13,0.623
TNF,XIAP,0.902
TNFRSF1A,TP53,0.741
TNFRSF1A,TNFSF13,0.827
TNFRSF1A,XIAP,0.853
TOP2A,YY1,0.608
TOP2A,TP53,0.843
TOP2A,TYMS,0.96
TOP2A,TRDMT1,0.521
TP53,YY1,0.942
TP53,XRCC1,0.75
TP53,ZAP70,0.55
TP53,UGT1A1,0.497
TP53,XRCC3,0.518
TP53,XRCC4,0.693
TP53,TYMS,0.774
TP53,USP42,0.835
TP53,XIAP,0.836
TP53,WT1,0.983
TPMT,UGT1A1,0.738
TPMT,TYMS,0.595
TYMS,XRCC1,0.497
TYMS,UGT1A1,0.507
TYMS,XRCC3,0.479
XRCC1,XRCC3,0.911
XRCC1,XRCC4,0.94
XRCC3,XRCC4,0.798
